,Feature,Definition,Score,CR.Mean,NonCR.mean,pvalue,padjust,
745,IPAVS.20,beta3_integrin_mediated_Ub_for_NFkB_activation_Proteins,21.512,0% {0/110},0.01% {5/876},0.025,1,
746,INOH.47,Growth.hormone.signaling,21.512,0.01% {1/110},0% {4/876},0.63,1,
747,HumanCyc.17,pentose.phosphate,21.512,0% {0/110},0.01% {5/876},0.025,1,
748,HumanCyc.16,folate.transformations,21.512,0% {0/110},0.01% {5/876},0.025,1,
749,HumanCyc.15,acetone.degradation.I..to.methylglyoxal.,21.512,0.01% {1/110},0% {4/876},0.63,1,
750,HumanCyc.14,L.kynurenine.degradation,21.512,0% {0/110},0.01% {5/876},0.025,1,
751,EHMN.25,Phytanic.acid.peroxisomal.oxidation,21.512,0% {0/110},0.01% {5/876},0.025,1,
752,BioCarta.94,the.prc2.complex.sets.long.term.gene.silencing.through.modification.of.histone.tails,21.512,0.02% {2/110},0% {3/876},0.257,1,
753,BioCarta.93,telomeres.telomerase.cellular.aging.and.immortality,21.512,0% {0/110},0.01% {5/876},0.025,1,
754,BioCarta.92,reversal.of.insulin.resistance.by.leptin,21.512,0.02% {2/110},0% {3/876},0.257,1,
755,BioCarta.91,regulation.of.splicing.through.sam68,21.512,0% {0/110},0.01% {5/876},0.025,1,
756,BioCarta.90,regulation.of.cell.cycle.progression.by.plk3,21.512,0% {0/110},0.01% {5/876},0.025,1,
757,BioCarta.89,ras.signaling,21.512,0.01% {1/110},0% {4/876},0.63,1,
758,BioCarta.88,protein.kinase.a.at.the.centrosome,21.512,0% {0/110},0.01% {5/876},0.025,1,
759,BioCarta.87,melanocyte.development.and.pigmentation,21.512,0% {0/110},0.01% {5/876},0.025,1,
760,BioCarta.86,il.2.signaling,21.512,0% {0/110},0.01% {5/876},0.025,1,
761,REACTOME.351,Ethanol.oxidation,21.512,0% {0/110},0.01% {5/876},0.025,1,
762,REACTOME.354,LDL.clearance,21.512,0% {0/110},0.01% {5/876},0.025,1,
763,BioCarta.84,cell.cycle..g2.m.checkpoint,21.512,0% {0/110},0.01% {5/876},0.025,1,
764,WikiPathways.181,Apoptosis.Modulation.by.HSP70,21.512,0% {0/110},0.01% {5/876},0.025,1,
765,SMPDB.155,Pentose.Phosphate.Pathway,21.512,0% {0/110},0.01% {5/876},0.025,1,
766,SMPDB.156,Ribose.5.phosphate.isomerase.deficiency,21.512,0% {0/110},0.01% {5/876},0.025,1,
767,SMPDB.157,Sorafenib.Metabolism.Pathway,21.512,0% {0/110},0.01% {5/876},0.025,1,
768,SMPDB.158,Transaldolase.deficiency,21.512,0% {0/110},0.01% {5/876},0.025,1,
769,SMPDB.160,Zellweger.Syndrome,21.512,0% {0/110},0.01% {5/876},0.025,1,
770,UniProt_Pathways.1,Lipid.metabolism...sphingolipid.metabolism,21.512,0% {0/110},0.01% {5/876},0.025,1,
771,WikiPathways.182,Benzo.a.pyrene.metabolism,21.512,0% {0/110},0.01% {5/876},0.025,1,
772,REACTOME.355,Nef.mediates.down.modulation.of.cell.surface.receptors.by.recruiting.them.to.clathrin.adapters,21.512,0% {0/110},0.01% {5/876},0.025,1,
773,WikiPathways.185,Ethanol.metabolism.resulting.in.production.of.ROS.by.CYP2E1,21.512,0% {0/110},0.01% {5/876},0.025,1,
774,WikiPathways.186,MFAP5.effect.on.permeability.and.motility.of.endothelial.cells.via.cytoskeleton.rearrangement,21.512,0% {0/110},0.01% {5/876},0.025,1,
775,WikiPathways.187,Mammary.gland.development.pathway...Embryonic.development..Stage.1.of.4.,21.512,0% {0/110},0.01% {5/876},0.025,1,
776,WikiPathways.189,Phytochemical.activity.on.NRF2.transcriptional.activation,21.512,0.02% {2/110},0% {3/876},0.257,1,
777,WikiPathways.190,SREBF.and.miR33.in.cholesterol.and.lipid.homeostasis,21.512,0.03% {3/110},0% {2/876},0.114,1,
778,WikiPathways.191,Somatroph.axis..GH..and.its.relationship.to.dietary.restriction.and.aging,21.512,0.03% {3/110},0% {2/876},0.114,1,
779,SMPDB.154,Glucose.Alanine.Cycle,21.512,0.03% {3/110},0% {2/876},0.114,1,
780,SMPDB.153,Glucose.6.phosphate.dehydrogenase.deficiency,21.512,0% {0/110},0.01% {5/876},0.025,1,
781,SMPDB.151,Doxorubicin.Metabolism.Pathway,21.512,0.01% {1/110},0% {4/876},0.63,1,
782,SMPDB.148,Cerebrotendinous.Xanthomatosis..CTX.,21.512,0% {0/110},0.01% {5/876},0.025,1,
783,SMPDB.147,Caffeine.Metabolism,21.512,0% {0/110},0.01% {5/876},0.025,1,
784,SMPDB.146,Bile.Acid.Biosynthesis,21.512,0% {0/110},0.01% {5/876},0.025,1,
785,SMPDB.145,27.Hydroxylase.Deficiency,21.512,0% {0/110},0.01% {5/876},0.025,1,
786,SIGNOR2.0.17,SIGNOR.FapINS,21.512,0.02% {2/110},0% {3/876},0.257,1,
787,REACTOME.369,p38MAPK.events,21.512,0% {0/110},0.01% {5/876},0.025,1,
788,REACTOME.366,Synthesis.of.bile.acids.and.bile.salts.via.27.hydroxycholesterol,21.512,0% {0/110},0.01% {5/876},0.025,1,
789,REACTOME.365,Synthesis.of.PIPs.at.the.Golgi.membrane,21.512,0.01% {1/110},0% {4/876},0.63,1,
790,REACTOME.364,Small.interfering.RNA..siRNA..biogenesis,21.512,0% {0/110},0.01% {5/876},0.025,1,
791,REACTOME.363,Signaling.by.FGFR3.point.mutants.in.cancer,21.512,0.01% {1/110},0% {4/876},0.63,1,
792,REACTOME.362,Signaling.by.FGFR3.in.disease,21.512,0.01% {1/110},0% {4/876},0.63,1,
793,REACTOME.361,Signaling.by.Erythropoietin,21.512,0.01% {1/110},0% {4/876},0.63,1,
794,REACTOME.358,Receptor.type.tyrosine.protein.phosphatases,21.512,0% {0/110},0.01% {5/876},0.025,1,
795,REACTOME.357,Protein.methylation,21.512,0% {0/110},0.01% {5/876},0.025,1,
796,BioCarta.85,effects.of.calcineurin.in.keratinocyte.differentiation,21.512,0.01% {1/110},0% {4/876},0.63,1,
797,BioCarta.83,calcium.signaling.by.hbx.of.hepatitis.b.virus,21.512,0% {0/110},0.01% {5/876},0.025,1,
798,EHMN.23,Mono.unsaturated.fatty.acid.beta.oxidation,21.512,0% {0/110},0.01% {6/876},0.014,1,
799,REACTOME.323,HSF1.dependent.transactivation,21.512,0.01% {1/110},0.01% {5/876},0.721,1,
800,REACTOME.313,Adenylate.cyclase.inhibitory,21.512,0.05% {6/110},0% {0/876},0.014,1,
801,REACTOME.314,CD28.dependent.PI3K.Akt.signaling,21.512,0.02% {2/110},0% {4/876},0.297,1,
802,REACTOME.316,Constitutive.Signaling.by.Ligand.Responsive.EGFR.Cancer.Variants,21.512,0.01% {1/110},0.01% {5/876},0.721,1,
803,REACTOME.317,Cristae.formation,21.512,0% {0/110},0.01% {6/876},0.014,1,
804,REACTOME.319,Formation.of.ATP.by.chemiosmotic.coupling,21.512,0% {0/110},0.01% {6/876},0.014,1,
805,REACTOME.321,Glutamate.Neurotransmitter.Release.Cycle,21.512,0% {0/110},0.01% {6/876},0.014,1,
806,REACTOME.324,Interleukin.receptor.SHC.signaling,21.512,0.01% {1/110},0.01% {5/876},0.721,1,
807,REACTOME.333,Regulation.of.pyruvate.dehydrogenase..PDH..complex,21.512,0.01% {1/110},0.01% {5/876},0.721,1,
808,REACTOME.325,Metabolism.of.cofactors,21.512,0% {0/110},0.01% {6/876},0.014,1,
809,REACTOME.326,Metabolism.of.folate.and.pterines,21.512,0% {0/110},0.01% {6/876},0.014,1,
810,REACTOME.327,Netrin.1.signaling,21.512,0% {0/110},0.01% {6/876},0.014,1,
811,REACTOME.329,Pentose.phosphate,21.512,0% {0/110},0.01% {6/876},0.014,1,
812,REACTOME.330,Platelet.calcium.homeostasis,21.512,0% {0/110},0.01% {6/876},0.014,1,
813,REACTOME.331,RAF.independent.MAPK1.3.activation,21.512,0% {0/110},0.01% {6/876},0.014,1,
814,REACTOME.311,ADP.signalling.through.P2Y.purinoceptor.12,21.512,0.04% {4/110},0% {2/876},0.061,1,
815,PharmGKB.20,Methotrexate_Pathway_Cancer_Cell_Pharmacodynamics,21.512,0.02% {2/110},0% {4/876},0.297,1,
816,PharmGKB.19,Gemtuzumab_ozogamicin_Pathway_Pharmacokinetics_Pharmacodynamics,21.512,0% {0/110},0.01% {6/876},0.014,1,
817,PharmGKB.17,Antimetabolite_Pathway_Folate_Cycle_Pharmacodynamics,21.512,0.02% {2/110},0% {4/876},0.297,1,
818,PharmGKB.16,Agents_Acting_on_the_Renin_Angiotensin_System_Pathway_Pharmacodynamics,21.512,0% {0/110},0.01% {6/876},0.014,1,
819,PharmGKB.15,ACE_Inhibitor_Pathway_Pharmacodynamics,21.512,0% {0/110},0.01% {6/876},0.014,1,
820,PID.92,TRAIL.signaling,21.512,0.01% {1/110},0.01% {5/876},0.721,1,
821,PID.89,Reelin.signaling,21.512,0.01% {1/110},0.01% {5/876},0.721,1,
822,PID.88,Ras.signaling.in.the.CD4..TCR,21.512,0% {0/110},0.01% {6/876},0.014,1,
823,PID.87,ALK1.signaling.events,21.512,0% {0/110},0.01% {6/876},0.014,1,
824,IPAVS.19,STAT5A_mediated_PC,21.512,0.02% {2/110},0% {4/876},0.297,1,
825,IPAVS.18,Hypermethoninemia_metabolic,21.512,0.02% {2/110},0% {4/876},0.297,1,
826,INOH.46,TLR.ECSIT.MEKK1.p38,21.512,0% {0/110},0.01% {6/876},0.014,1,
827,INOH.45,TLR.ECSIT.MEKK1.JNK,21.512,0% {0/110},0.01% {6/876},0.014,1,
828,HumanCyc.13,glutathione.redox.reactions.I,21.512,0% {0/110},0.01% {6/876},0.014,1,
829,HumanCyc.12,NAD..i.de.novo..i..biosynthesis,21.512,0% {0/110},0.01% {6/876},0.014,1,
830,EHMN.24,Saturated.fatty.acids.beta.oxidation,21.512,0% {0/110},0.01% {6/876},0.014,1,
831,REACTOME.332,RHO.GTPases.Activate.NADPH.Oxidases,21.512,0.01% {1/110},0.01% {5/876},0.721,1,
832,REACTOME.334,Serotonin.Neurotransmitter.Release.Cycle,21.512,0% {0/110},0.01% {6/876},0.014,1,
833,BioCarta.82,cadmium.induces.dna.synthesis.and.proliferation.in.macrophages,21.512,0% {0/110},0.01% {5/876},0.025,1,
834,WikiPathways.177,Insulin.signalling.in.human.adipocytes..diabetic.condition.,21.512,0.03% {3/110},0% {3/876},0.132,1,
835,SMPDB.131,Homocystinuria.megaloblastic.anemia.due.to.defect.in.cobalamin.metabolism..cblG.complementation.type,21.512,0.03% {3/110},0% {3/876},0.132,1,
836,SMPDB.132,Hypermethioninemia,21.512,0.03% {3/110},0% {3/876},0.132,1,
837,SMPDB.136,Krabbe.disease,21.512,0% {0/110},0.01% {6/876},0.014,1,
838,SMPDB.141,S.Adenosylhomocysteine..SAH..Hydrolase.Deficiency,21.512,0.03% {3/110},0% {3/876},0.132,1,
839,SMPDB.143,Triosephosphate.isomerase,21.512,0.04% {4/110},0% {2/876},0.061,1,
840,WikiPathways.176,Glutathione.metabolism,21.512,0.01% {1/110},0.01% {5/876},0.721,1,
841,WikiPathways.178,Insulin.signalling.in.human.adipocytes..normal.condition.,21.512,0.03% {3/110},0% {3/876},0.132,1,
842,REACTOME.335,Signal.attenuation,21.512,0.01% {1/110},0.01% {5/876},0.721,1,
843,WikiPathways.180,NAD..metabolism,21.512,0.02% {2/110},0% {4/876},0.297,1,
844,stke.27,Interleukin.4..IL.4..Pathway,21.512,0% {0/110},0.01% {6/876},0.014,1,
845,stke.28,PI3K.Class.IB.Pathway,21.512,0% {0/110},0.01% {6/876},0.014,1,
846,stke.29,Transforming.Growth.Factor..TGF..beta.Pathway,21.512,0% {0/110},0.01% {6/876},0.014,1,
847,BioCarta.80,akap95.role.in.mitosis.and.chromosome.dynamics,21.512,0% {0/110},0.01% {5/876},0.025,1,
848,BioCarta.81,aspirin.blocks.signaling.pathway.involved.in.platelet.activation,21.512,0.01% {1/110},0% {4/876},0.63,1,
849,SMPDB.130,Glycogenosis..Type.IC,21.512,0.04% {4/110},0% {2/876},0.061,1,
850,SMPDB.128,Glycogen.Storage.Disease.Type.1A..GSD1A..or.Von.Gierke.Disease,21.512,0.04% {4/110},0% {2/876},0.061,1,
851,SMPDB.127,Glycine.N.methyltransferase.Deficiency,21.512,0.03% {3/110},0% {3/876},0.132,1,
852,SMPDB.126,Gluconeogenesis,21.512,0.04% {4/110},0% {2/876},0.061,1,
853,SMPDB.125,Globoid.Cell.Leukodystrophy,21.512,0% {0/110},0.01% {6/876},0.014,1,
854,SMPDB.124,Gaucher.Disease,21.512,0% {0/110},0.01% {6/876},0.014,1,
855,SMPDB.122,Fabry.disease,21.512,0% {0/110},0.01% {6/876},0.014,1,
856,SMPDB.118,Ethanol.Degradation,21.512,0% {0/110},0.01% {6/876},0.014,1,
857,SMPDB.116,Cystathionine.Beta.Synthase.Deficiency,21.512,0.03% {3/110},0% {3/876},0.132,1,
858,REACTOME.343,Tryptophan.catabolism,21.512,0% {0/110},0.01% {6/876},0.014,1,
859,REACTOME.342,Tie2.Signaling,21.512,0.01% {1/110},0.01% {5/876},0.721,1,
860,REACTOME.341,The.role.of.Nef.in.HIV.1.replication.and.disease.pathogenesis,21.512,0% {0/110},0.01% {6/876},0.014,1,
861,REACTOME.340,TGF.beta.receptor.signaling.activates.SMADs,21.512,0% {0/110},0.01% {6/876},0.014,1,
862,REACTOME.339,Signalling.to.RAS,21.512,0% {0/110},0.01% {6/876},0.014,1,
863,REACTOME.338,Signaling.by.Ligand.Responsive.EGFR.Variants.in.Cancer,21.512,0.01% {1/110},0.01% {5/876},0.721,1,
864,REACTOME.337,Signaling.by.EGFRvIII.in.Cancer,21.512,0.01% {1/110},0.01% {5/876},0.721,1,
865,REACTOME.336,Signaling.by.EGFR.in.Cancer,21.512,0.01% {1/110},0.01% {5/876},0.721,1,
866,WikiPathways.145,Signal.Transduction.of.S1P.Receptor,21.512,0.04% {4/110},0.01% {5/876},0.093,1,
867,BioCarta.60,repression.of.pain.sensation.by.the.transcriptional.regulator.dream,21.512,0% {0/110},0.01% {7/876},0.008,1,
868,SMPDB.37,Bevantolol.Action.Pathway,21.512,0% {0/110},0.01% {10/876},0.002,1,
869,BioCarta.41,egf.signaling,21.512,0.01% {1/110},0.01% {8/876},0.997,1,
870,SMPDB.30,Adenylosuccinate.Lyase.Deficiency,21.512,0.02% {2/110},0.01% {8/876},0.494,1,
871,SMPDB.31,Alprenolol.Action.Pathway,21.512,0% {0/110},0.01% {10/876},0.002,1,
872,REACTOME.245,CaM,21.512,0.01% {1/110},0.01% {8/876},0.997,1,
873,REACTOME.244,CD28.co.stimulation,21.512,0.02% {2/110},0.01% {7/876},0.44,1,
874,BioCarta.40,corticosteroids.and.cardioprotection,21.512,0.01% {1/110},0.01% {5/876},0.721,1,
875,SMPDB.68,Nisoldipine.Action.Pathway,21.512,0% {0/110},0.01% {10/876},0.002,1,
876,SMPDB.34,Arbutamine.Action.Pathway,21.512,0% {0/110},0.01% {10/876},0.002,1,
877,SMPDB.35,Atenolol.Action.Pathway,21.512,0% {0/110},0.01% {10/876},0.002,1,
878,REACTOME.247,Constitutive.Signaling.by.AKT1.E17K.in.Cancer,21.512,0.02% {2/110},0.01% {7/876},0.44,1,
879,PharmGKB.9,Vemurafenib_Pathway_Pharmacodynamics,21.512,0% {0/110},0.01% {9/876},0.003,1,
880,SMPDB.66,Nifedipine.Action.Pathway,21.512,0% {0/110},0.01% {10/876},0.002,1,
881,SMPDB.87,Xanthinuria.type.II,21.512,0.02% {2/110},0.01% {8/876},0.494,1,
882,SMPDB.65,Nebivolol.Action.Pathway,21.512,0% {0/110},0.01% {10/876},0.002,1,
883,BioCarta.43,nitric.oxide.signaling,21.512,0% {0/110},0.01% {9/876},0.003,1,
884,SMPDB.38,Bisoprolol.Action.Pathway,21.512,0% {0/110},0.01% {10/876},0.002,1,
885,SMPDB.39,Bopindolol.Action.Pathway,21.512,0% {0/110},0.01% {10/876},0.002,1,
886,REACTOME.246,Calmodulin.induced.events,21.512,0.01% {1/110},0.01% {8/876},0.997,1,
887,SMPDB.29,Adenosine.Deaminase.Deficiency,21.512,0.02% {2/110},0.01% {8/876},0.494,1,
888,REACTOME.225,Autodegradation.of.the.E3.ubiquitin.ligase.COP1,21.512,0% {0/110},0.01% {10/876},0.002,1,
889,SMPDB.71,Penbutolol.Action.Pathway,21.512,0% {0/110},0.01% {10/876},0.002,1,
890,REACTOME.227,Ca2.,21.512,0.02% {2/110},0.01% {8/876},0.494,1,
891,REACTOME.228,Cross.presentation.of.soluble.exogenous.antigens..endosomes.,21.512,0% {0/110},0.01% {10/876},0.002,1,
892,stke.16,Hedgehog.Signaling.Pathway,21.512,0.02% {2/110},0.01% {8/876},0.494,1,
893,REACTOME.229,Degradation.of.AXIN,21.512,0% {0/110},0.01% {10/876},0.002,1,
894,SMPDB.52,Ibutilide.Action.Pathway,21.512,0% {0/110},0.01% {10/876},0.002,1,
895,REACTOME.230,Degradation.of.DVL,21.512,0% {0/110},0.01% {10/876},0.002,1,
896,REACTOME.233,Glucagon.signaling.in.metabolic.regulation,21.512,0.01% {1/110},0.01% {9/876},0.903,1,
897,REACTOME.234,Histidine..lysine..phenylalanine..tyrosine..proline.and.tryptophan.catabolism,21.512,0.01% {1/110},0.01% {9/876},0.903,1,
898,SMPDB.28,Adenine.phosphoribosyltransferase.deficiency..APRT.,21.512,0.02% {2/110},0.01% {8/876},0.494,1,
899,SMPDB.69,Nitrendipine.Action.Pathway,21.512,0% {0/110},0.01% {10/876},0.002,1,
900,REACTOME.239,Ubiquitin.dependent.degradation.of.Cyclin.D,21.512,0% {0/110},0.01% {10/876},0.002,1,
901,REACTOME.240,VEGFR2.mediated.vascular.permeability,21.512,0.01% {1/110},0.01% {9/876},0.903,1,
902,REACTOME.241,Vasopressin.regulates.renal.water.homeostasis.via.Aquaporins,21.512,0.01% {1/110},0.01% {9/876},0.903,1,
903,SMPDB.26,AICA.Ribosiduria,21.512,0.02% {2/110},0.01% {8/876},0.494,1,
904,SMPDB.27,Acebutolol.Action.Pathway,21.512,0% {0/110},0.01% {10/876},0.002,1,
905,BioCarta.39,ceramide.signaling,21.512,0% {0/110},0.01% {9/876},0.003,1,
906,SMPDB.40,Bupranolol.Action.Pathway,21.512,0% {0/110},0.01% {10/876},0.002,1,
907,Panther_Pathway.42,Histamine_H2_receptor_mediated_signaling,21.512,0.01% {1/110},0.01% {8/876},0.997,1,
908,SMPDB.64,Nadolol.Action.Pathway,21.512,0% {0/110},0.01% {10/876},0.002,1,
909,KEGG.168,Fanconi.anemia,21.512,0% {0/110},0.01% {9/876},0.003,1,
910,PID.64,Class.I.PI3K.signaling.events,21.512,0.01% {1/110},0.01% {8/876},0.997,1,
911,NetPath.26,TSLP,21.512,0% {0/110},0.01% {9/876},0.003,1,
912,SMPDB.57,Metipranolol.Action.Pathway,21.512,0% {0/110},0.01% {10/876},0.002,1,
913,BioCarta.45,role.of.egf.receptor.transactivation.by.gpcrs.in.cardiac.hypertrophy,21.512,0.01% {1/110},0.01% {8/876},0.997,1,
914,KEGG.169,Ferroptosis,21.512,0.03% {3/110},0.01% {6/876},0.2,1,
915,SMPDB.49,Flecainide.Action.Pathway,21.512,0% {0/110},0.01% {10/876},0.002,1,
916,HumanCyc.5,adenosine.ribonucleotides..i.de.novo..i..biosynthesis,21.512,0.01% {1/110},0.01% {8/876},0.997,1,
917,KEGG.167,Carbohydrate.digestion.and.absorption,21.512,0.04% {4/110},0.01% {5/876},0.093,1,
918,Panther_Pathway.41,Beta2_adrenergic_receptor_signaling,21.512,0.01% {1/110},0.01% {8/876},0.997,1,
919,HumanCyc.6,superpathway.of.methionine.degradation,21.512,0.04% {4/110},0.01% {5/876},0.093,1,
920,SMPDB.56,Levobunolol.Action.Pathway,21.512,0% {0/110},0.01% {10/876},0.002,1,
921,INOH.40,TGF.beta.signaling.TAK1,21.512,0% {0/110},0.01% {9/876},0.003,1,
922,SMPDB.51,Gout.or.Kelley.Seegmiller.Syndrome,21.512,0.02% {2/110},0.01% {8/876},0.494,1,
923,SMPDB.55,Lesch.Nyhan.Syndrome..LNS.,21.512,0.02% {2/110},0.01% {8/876},0.494,1,
924,SMPDB.54,Isradipine.Action.Pathway,21.512,0% {0/110},0.01% {10/876},0.002,1,
925,INOH.39,Pentose.phosphate.cycle,21.512,0.01% {1/110},0.01% {8/876},0.997,1,
926,SMPDB.58,Metoprolol.Action.Pathway,21.512,0% {0/110},0.01% {10/876},0.002,1,
927,SMPDB.59,Mexiletine.Action.Pathway,21.512,0% {0/110},0.01% {10/876},0.002,1,
928,SMPDB.60,Mitochondrial.DNA.depletion.syndrome,21.512,0.02% {2/110},0.01% {8/876},0.494,1,
929,PID.65,FOXA2.and.FOXA3.transcription.factor.networks,21.512,0.03% {3/110},0.01% {6/876},0.2,1,
930,Panther_Pathway.40,5HT2_type_receptor_mediated_signaling,21.512,0.03% {3/110},0.01% {6/876},0.2,1,
931,SMPDB.63,Myoadenylate.deaminase.deficiency,21.512,0.02% {2/110},0.01% {8/876},0.494,1,
932,PID.73,Signaling.events.mediated.by.TCPTP,21.512,0.02% {2/110},0.01% {7/876},0.44,1,
933,SMPDB.62,Muscle.Heart.Contraction,21.512,0% {0/110},0.01% {10/876},0.002,1,
934,PID.71,Retinoic.acid.receptors.mediated.signaling,21.512,0.01% {1/110},0.01% {8/876},0.997,1,
935,SMPDB.42,Diltiazem.Action.Pathway,21.512,0% {0/110},0.01% {10/876},0.002,1,
936,SMPDB.43,Disopyramide.Action.Pathway,21.512,0% {0/110},0.01% {10/876},0.002,1,
937,PID.70,Regulation.of.p38.alpha.and.p38.beta,21.512,0% {0/110},0.01% {9/876},0.003,1,
938,PID.69,Rapid.glucocorticoid.signaling,21.512,0.01% {1/110},0.01% {5/876},0.721,1,
939,SMPDB.45,Dobutamine.Action.Pathway,21.512,0% {0/110},0.01% {10/876},0.002,1,
940,SMPDB.46,Epinephrine.Action.Pathway,21.512,0% {0/110},0.01% {10/876},0.002,1,
941,SMPDB.61,Molybdenum.Cofactor.Deficiency,21.512,0.02% {2/110},0.01% {8/876},0.494,1,
942,BioCarta.44,pdgf.signaling,21.512,0.01% {1/110},0.01% {8/876},0.997,1,
943,PID.68,Nephrin.Neph1.signaling.in.the.kidney.podocyte,21.512,0.01% {1/110},0.01% {8/876},0.997,1,
944,PID.66,IL3.mediated.signaling.events,21.512,0.02% {2/110},0.01% {7/876},0.44,1,
945,REACTOME.226,Ca.dependent.events,21.512,0.01% {1/110},0.01% {9/876},0.903,1,
946,REACTOME.252,Glucagon.like.Peptide.1..GLP1..regulates.insulin.secretion,21.512,0.01% {1/110},0.01% {8/876},0.997,1,
947,REACTOME.261,Signaling.by.EGFR,21.512,0.01% {1/110},0.01% {8/876},0.997,1,
948,SMPDB.80,Sotalol.Action.Pathway,21.512,0% {0/110},0.01% {10/876},0.002,1,
949,WikiPathways.132,Structural.Pathway.of.Interleukin.1..IL.1.,21.512,0% {0/110},0.01% {10/876},0.002,1,
950,WikiPathways.125,EPO.Receptor.Signaling,21.512,0% {0/110},0.01% {10/876},0.002,1,
951,PID.61,Signaling.events.mediated.by.PTP1B,21.512,0.03% {3/110},0.01% {7/876},0.227,1,
952,REACTOME.263,Signaling.by.Type.1.Insulin.like.Growth.Factor.1.Receptor..IGF1R.,21.512,0.03% {3/110},0.01% {6/876},0.2,1,
953,WikiPathways.126,Hypothesized.Pathways.in.Pathogenesis.of.Cardiovascular.Disease,21.512,0% {0/110},0.01% {10/876},0.002,1,
954,SIGNOR2.0.12,SIGNOR.G1.S_trans,21.512,0% {0/110},0.01% {9/876},0.003,1,
955,WikiPathways.135,4.hydroxytamoxifen..Dexamethasone..and.Retinoic.Acids.Regulation.of.p27.Expression,21.512,0.03% {3/110},0.01% {6/876},0.2,1,
956,KEGG.164,Proteasome,21.512,0% {0/110},0.01% {10/876},0.002,1,
957,Spike.11,MYO7A.Interactions.In.The.Ear,21.512,0.01% {1/110},0.01% {8/876},0.997,1,
958,WikiPathways.131,Proteasome.Degradation,21.512,0% {0/110},0.01% {10/876},0.002,1,
959,SIGNOR2.0.13,SIGNOR.HPP,21.512,0% {0/110},0.01% {9/876},0.003,1,
960,SignaLink2.0.3,TGF.core.,21.512,0% {0/110},0.01% {9/876},0.003,1,
961,SMPDB.93,Pyruvate.kinase.deficiency,21.512,0.02% {2/110},0.01% {7/876},0.44,1,
962,SMPDB.92,Pyruvate.Metabolism,21.512,0.02% {2/110},0.01% {7/876},0.44,1,
963,WikiPathways.130,PDGFR.beta,21.512,0.01% {1/110},0.01% {9/876},0.903,1,
964,SIGNOR2.0.14,SIGNOR.IL6,21.512,0% {0/110},0.01% {9/876},0.003,1,
965,SMPDB.91,Pyruvate.Dehydrogenase.Complex.Deficiency,21.512,0.02% {2/110},0.01% {7/876},0.44,1,
966,PID.59,IL6.mediated.signaling.events,21.512,0.01% {1/110},0.01% {9/876},0.903,1,
967,SIGNOR2.0.15,SIGNOR.IOA,21.512,0% {0/110},0.01% {9/876},0.003,1,
968,PID.58,IFN.gamma,21.512,0.02% {2/110},0.01% {8/876},0.494,1,
969,SIGNOR2.0.16,SIGNOR.TGFb,21.512,0% {0/110},0.01% {9/876},0.003,1,
970,SMPDB.88,Leigh.Syndrome,21.512,0.02% {2/110},0.01% {7/876},0.44,1,
971,SMPDB.89,Primary.hyperoxaluria.II..PH2,21.512,0.02% {2/110},0.01% {7/876},0.44,1,
972,SMPDB.90,Pyruvate.Decarboxylase.E1.Component.Deficiency..PDHE1.Deficiency.,21.512,0.02% {2/110},0.01% {7/876},0.44,1,
973,PID.57,FAS..CD95..signaling,21.512,0.01% {1/110},0.01% {9/876},0.903,1,
974,PID.56,CD40.CD40L.signaling,21.512,0.01% {1/110},0.01% {9/876},0.903,1,
975,WikiPathways.128,NAD..biosynthetic,21.512,0.02% {2/110},0.01% {8/876},0.494,1,
976,REACTOME.262,Signaling.by.Retinoic.Acid,21.512,0.01% {1/110},0.01% {8/876},0.997,1,
977,KEGG.165,Thyroid.cancer,21.512,0% {0/110},0.01% {10/876},0.002,1,
978,SMPDB.76,Purine.Metabolism,21.512,0.02% {2/110},0.01% {8/876},0.494,1,
979,WikiPathways.142,Regulation.of.Microtubule.Cytoskeleton,21.512,0.02% {2/110},0.01% {7/876},0.44,1,
980,REACTOME.224,Asymmetric.localization.of.PCP.proteins,21.512,0% {0/110},0.01% {10/876},0.002,1,
981,INOH.35,NGF,21.512,0% {0/110},0.01% {10/876},0.002,1,
982,REACTOME.223,Aquaporin.mediated.transport,21.512,0.01% {1/110},0.01% {9/876},0.903,1,
983,stke.15,G.alpha.s.Pathway,21.512,0.02% {2/110},0.01% {8/876},0.494,1,
984,PharmGKB.8,Sorafenib_Pharmacodynamics,21.512,0.01% {1/110},0.01% {9/876},0.903,1,
985,KEGG.161,Glyoxylate.and.dicarboxylate.metabolism,21.512,0.01% {1/110},0.01% {9/876},0.903,1,
986,SMPDB.73,Practolol.Action.Pathway,21.512,0% {0/110},0.01% {10/876},0.002,1,
987,SMPDB.85,Xanthine.Dehydrogenase.Deficiency..Xanthinuria.,21.512,0.02% {2/110},0.01% {8/876},0.494,1,
988,SMPDB.74,Procainamide..Antiarrhythmic..Action.Pathway,21.512,0% {0/110},0.01% {10/876},0.002,1,
989,WikiPathways.124,Copper.homeostasis,21.512,0.02% {2/110},0.01% {8/876},0.494,1,
990,WikiPathways.143,Resistin.as.a.regulator.of.inflammation,21.512,0.01% {1/110},0.01% {8/876},0.997,1,
991,PharmGKB.7,Nicotine_Pathway_Dopaminergic_Neuron_Pharmacodynamics,21.512,0.01% {1/110},0.01% {9/876},0.903,1,
